iter	Passed	Remaining
1661	99270	20188
1662	99341	20131
1663	99404	20072
1664	99477	20015
1665	99545	19956
1666	99610	19898
1667	99669	19838
1668	99736	19779
1669	99801	19721
1670	99860	19661
1671	99924	19602
1672	99981	19542
1673	100040	19482
1674	100113	19424
1675	100170	19364
1676	100232	19305
1677	100294	19246
1678	100354	19186
1679	100411	19125
1680	100480	19068
1681	100556	19011
1682	100611	18950
1683	100685	18893
1684	100749	18834
1685	100807	18774
1686	100877	18716
1687	100935	18656
1688	101011	18599
1689	101076	18540
1690	101133	18480
1691	101189	18419
1692	101248	18359
1693	101304	18299
1694	101362	18239
1695	101423	18179
1696	101493	18121
1697	101556	18062
1698	101626	18004
1699	101691	17945
1700	101755	17886
1701	101820	17827
1702	101880	17767
1703	101942	17708
1704	102009	17649
1705	102074	17590
1706	102137	17531
1707	102203	17472
1708	102275	17414
1709	102344	17356
1710	102408	17297
1711	102470	17238
1712	102527	17177
1713	102590	17118
1714	102660	17060
1715	102719	17000
1716	102775	16939
1717	102843	16881
1718	102908	16822
1719	102973	16763
1720	103037	16703
1721	103097	16644
1722	103161	16584
1723	103215	16524
1724	103270	16463
1725	103335	16404
1726	103405	16346
1727	103466	16286
1728	103528	16226
1729	103602	16169
1730	103670	16110
1731	103732	16051
1732	103797	15991
1733	103855	15931
1734	103929	15874
1735	103992	15814
1736	104060	15755
1737	104134	15698
1738	104194	15638
1739	104265	15579
1740	104337	15521
1741	104404	15462
1742	104473	15404
1743	104536	15344
1744	104607	15286
1745	104674	15227
1746	104745	15169
1747	104815	15110
1748	104881	15051
1749	104953	14993
1750	105011	14933
1751	105076	14873
1752	105140	14814
1753	105203	14754
1754	105270	14695
1755	105327	14635
1756	105398	14576
1757	105465	14517
1758	105530	14458
1759	105592	14398
1760	105659	14339
1761	105718	14279
1762	105781	14220
1763	105849	14161
1764	105911	14101
1765	105970	14041
1766	106043	13983
1767	106104	13923
1768	106168	13863
1769	106232	13804
1770	106301	13745
1771	106362	13685
1772	106435	13627
1773	106497	13567
1774	106561	13507
1775	106620	13447
1776	106689	13388
1777	106752	13329
1778	106812	13269
1779	106881	13210
1780	106949	13150
1781	107019	13092
1782	107086	13032
1783	107147	12972
1784	107213	12913
1785	107281	12854
1786	107353	12795
1787	107423	12736
1788	107497	12678
1789	107563	12619
1790	107628	12559
1791	107688	12499
1792	107753	12440
1793	107812	12379
1794	107883	12320
1795	107945	12261
1796	108008	12201
1797	108073	12141
1798	108133	12081
1799	108204	12022
1800	108278	11964
1801	108349	11905
1802	108420	11846
1803	108493	11787
1804	108553	11727
1805	108626	11668
1806	108692	11609
1807	108756	11549
1808	108823	11489
1809	108885	11429
1810	108947	11370
1811	109019	11311
1812	109088	11251
1813	109163	11193
1814	109227	11133
1815	109295	11073
1816	109370	11015
1817	109438	10955
1818	109502	10896
1819	109567	10836
1820	109637	10777
1821	109699	10717
1822	109763	10657
1823	109829	10597
1824	109899	10538
1825	109966	10478
1826	110026	10418
1827	110087	10358
1828	110153	10298
1829	110213	10238
1830	110285	10179
1831	110348	10119
1832	110412	10059
1833	110480	9999
1834	110544	9939
1835	110614	9880
1836	110682	9821
1837	110741	9760
1838	110812	9701
1839	110885	9642
1840	110949	9582
1841	111011	9522
1842	111076	9462
1843	111139	9402
1844	111203	9342
1845	111273	9282
1846	111333	9222
1847	111391	9162
1848	111447	9101
1849	111520	9042
1850	111581	8981
1851	111646	8922
1852	111718	8862
1853	111782	8802
1854	111842	8742
1855	111899	8681
1856	111973	8622
1857	112037	8562
1858	112102	8502
1859	112167	8442
1860	112239	8383
1861	112303	8323
1862	112373	8263
1863	112444	8204
1864	112503	8143
1865	112562	8083
1866	112634	8023
1867	112700	7963
1868	112773	7904
1869	112841	7844
1870	112910	7784
1871	112985	7725
1872	113056	7665
1873	113117	7605
1874	113183	7545
1875	113244	7485
1876	113307	7425
1877	113369	7364
1878	113432	7304
1879	113505	7245
1880	113564	7184
1881	113636	7124
1882	113704	7064
1883	113780	7005
1884	113849	6945
1885	113923	6886
1886	113989	6826
1887	114056	6766
1888	114122	6706
1889	114194	6646
1890	114252	6585
1891	114324	6525
1892	114379	6465
1893	114448	6405
1894	114512	6345
1895	114568	6284
1896	114631	6224
1897	114701	6164
1898	114772	6104
1899	114841	6044
1900	114906	5984
1901	114970	5923
1902	115033	5863
1903	115102	5803
1904	115161	5742
1905	115230	5682
1906	115300	5622
1907	115368	5562
1908	115429	5502
1909	115491	5442
1910	115552	5381
1911	115613	5321
1912	115678	5260
1913	115742	5200
1914	115818	5140
1915	115886	5080
1916	115954	5020
1917	116027	4960
1918	116095	4900
1919	116165	4840
1920	116223	4779
1921	116290	4719
1922	116350	4658
1923	116423	4598
1924	116489	4538
1925	116554	4478
1926	116613	4417
1927	116682	4357
1928	116740	4296
1929	116801	4236
1930	116861	4175
1931	116928	4115
1932	116995	4055
1933	117058	3994
1934	117120	3934
1935	117187	3873
1936	117247	3813
1937	117311	3753
1938	117377	3692
1939	117442	3632
1940	117513	3572
1941	117579	3511
1942	117640	3451
1943	117711	3390
1944	117774	3330
1945	117843	3270
1946	117902	3209
1947	117969	3149
1948	118031	3088
1949	118090	3027
1950	118144	2967
1951	118203	2906
1952	118271	2846
1953	118338	2785
1954	118412	2725
1955	118471	2664
1956	118535	2604
1957	118590	2543
1958	118658	2483
1959	118718	2422
1960	118779	2362
1961	118846	2301
1962	118914	2241
1963	118986	2181
1964	119047	2120
1965	119115	2059
1966	119188	1999
1967	119253	1939
1968	119319	1878
1969	119389	1818
1970	119452	1757
1971	119514	1696
1972	119582	1636
1973	119650	1575
1974	119713	1515
1975	119773	1454
1976	119844	1394
1977	119918	1333
1978	119979	1273
1979	120040	1212
1980	120104	1151
1981	120173	1091
1982	120239	1030
1983	120303	970
1984	120367	909
1985	120429	848
1986	120491	788
1987	120549	727
1988	120614	667
1989	120676	606
1990	120740	545
1991	120806	485
1992	120869	424
1993	120942	363
1994	121000	303
1995	121068	242
1996	121131	181
1997	121202	121
1998	121258	60
1999	121320	0
