iter	RMSE
1664	1.069657741
1665	1.069556489
1666	1.069480638
1667	1.069412878
1668	1.069310773
1669	1.069213766
1670	1.069135647
1671	1.069041241
1672	1.068981429
1673	1.068914177
1674	1.068792789
1675	1.068722991
1676	1.068645335
1677	1.068567549
1678	1.06849358
1679	1.068420895
1680	1.06830714
1681	1.068177037
1682	1.068111106
1683	1.067994201
1684	1.067913581
1685	1.067846429
1686	1.067743092
1687	1.067676802
1688	1.067540466
1689	1.067453989
1690	1.067391009
1691	1.067328608
1692	1.067261543
1693	1.067196263
1694	1.067127068
1695	1.067044469
1696	1.066932815
1697	1.066858775
1698	1.066735071
1699	1.066636914
1700	1.066556859
1701	1.066464514
1702	1.066388276
1703	1.06630358
1704	1.066192223
1705	1.066092058
1706	1.066014086
1707	1.065912114
1708	1.065788759
1709	1.06569114
1710	1.065613846
1711	1.065536464
1712	1.065473204
1713	1.065388226
1714	1.065258767
1715	1.065187945
1716	1.065126874
1717	1.065023023
1718	1.064919205
1719	1.064838853
1720	1.064754826
1721	1.064683011
1722	1.064603225
1723	1.064544623
1724	1.06448389
1725	1.06438732
1726	1.064280143
1727	1.064203165
1728	1.064132439
1729	1.064025154
1730	1.063932965
1731	1.063856087
1732	1.063762965
1733	1.063693171
1734	1.063556993
1735	1.063477373
1736	1.063385596
1737	1.063250088
1738	1.063183727
1739	1.063079019
1740	1.062971418
1741	1.062880266
1742	1.062770347
1743	1.062697103
1744	1.062602835
1745	1.062511025
1746	1.06240065
1747	1.06228809
1748	1.062199095
1749	1.062075978
1750	1.062009585
1751	1.061916343
1752	1.061833381
1753	1.061748697
1754	1.061636319
1755	1.061565088
1756	1.061450808
1757	1.061347142
1758	1.061273214
1759	1.061194553
1760	1.061095423
1761	1.061024198
1762	1.060942421
1763	1.060841342
1764	1.060759886
1765	1.060688053
1766	1.060578869
1767	1.060497226
1768	1.060404479
1769	1.060318844
1770	1.060222145
1771	1.060144286
1772	1.060034334
1773	1.059955791
1774	1.059861531
1775	1.059799063
1776	1.059697791
1777	1.059613775
1778	1.059542241
1779	1.059440609
1780	1.059325304
1781	1.059221723
1782	1.059129829
1783	1.059059436
1784	1.05896019
1785	1.058856323
1786	1.058730216
1787	1.058630982
1788	1.058498515
1789	1.05840962
1790	1.058334774
1791	1.058260426
1792	1.058170169
1793	1.058099712
1794	1.057978385
1795	1.057894232
1796	1.057818006
1797	1.05771898
1798	1.057646603
1799	1.057543404
1800	1.057431377
1801	1.057309762
1802	1.05719582
1803	1.057083966
1804	1.057013269
1805	1.05689837
1806	1.056817493
1807	1.056730264
1808	1.05662063
1809	1.056553558
1810	1.056461684
1811	1.056356478
1812	1.056230914
1813	1.056099281
1814	1.056005517
1815	1.055914185
1816	1.055787475
1817	1.055698269
1818	1.055614691
1819	1.055530013
1820	1.055433885
1821	1.055358197
1822	1.055269922
1823	1.055161651
1824	1.055058966
1825	1.054968814
1826	1.054898144
1827	1.05483071
1828	1.054742812
1829	1.054663242
1830	1.05452834
1831	1.054457303
1832	1.05438664
1833	1.054308265
1834	1.054233886
1835	1.054128415
1836	1.054038057
1837	1.053967282
1838	1.053853863
1839	1.053727706
1840	1.053658722
1841	1.053587963
1842	1.0535062
1843	1.053422996
1844	1.053335276
1845	1.053230305
1846	1.053151844
1847	1.053079238
1848	1.053016031
1849	1.052886147
1850	1.052815885
1851	1.052732964
1852	1.052606125
1853	1.052527322
1854	1.052451846
1855	1.052389951
1856	1.052277502
1857	1.052187323
1858	1.052097558
1859	1.052009305
1860	1.051912813
1861	1.051820281
1862	1.051716805
1863	1.051591701
1864	1.051525828
1865	1.051461176
1866	1.051347741
1867	1.051247387
1868	1.051139631
1869	1.051038243
1870	1.050945802
1871	1.050830367
1872	1.050726203
1873	1.050644301
1874	1.050552671
1875	1.050472869
1876	1.050398768
1877	1.050324661
1878	1.050251775
1879	1.050114107
1880	1.050049791
1881	1.049942589
1882	1.049842354
1883	1.049719438
1884	1.049618167
1885	1.049492262
1886	1.049392958
1887	1.049290005
1888	1.049185391
1889	1.049077889
1890	1.049014398
1891	1.048911704
1892	1.048848161
1893	1.048749939
1894	1.048665258
1895	1.048603774
1896	1.048527169
1897	1.048424767
1898	1.048321253
1899	1.048234546
1900	1.048135164
1901	1.048044544
1902	1.047971457
1903	1.047870992
1904	1.04781209
1905	1.047705718
1906	1.047597131
1907	1.04750816
1908	1.047436774
1909	1.04736568
1910	1.047294072
1911	1.04721258
1912	1.047108649
1913	1.047023538
1914	1.046905041
1915	1.046803667
1916	1.046709029
1917	1.046596732
1918	1.046502669
1919	1.046408852
1920	1.046348552
1921	1.046254806
1922	1.046183632
1923	1.046075566
1924	1.045973178
1925	1.045882922
1926	1.045813039
1927	1.045710498
1928	1.045651601
1929	1.045570491
1930	1.045499652
1931	1.045411776
1932	1.045328268
1933	1.045258008
1934	1.045184514
1935	1.045088582
1936	1.0450189
1937	1.044933023
1938	1.044846928
1939	1.044764565
1940	1.044642878
1941	1.0445517
1942	1.044486829
1943	1.044387006
1944	1.044309241
1945	1.044214462
1946	1.044146805
1947	1.0440572
1948	1.043977709
1949	1.043909995
1950	1.043851592
1951	1.043774086
1952	1.043681385
1953	1.043577826
1954	1.04345898
1955	1.043391657
1956	1.043296795
1957	1.043243465
1958	1.043131221
1959	1.043057237
1960	1.042988527
1961	1.042907124
1962	1.042812472
1963	1.042698096
1964	1.042628638
1965	1.042527657
1966	1.042401109
1967	1.042315188
1968	1.042230196
1969	1.042115543
1970	1.042038929
1971	1.041970152
1972	1.041876012
1973	1.041762214
1974	1.041681611
1975	1.041616689
1976	1.041506359
1977	1.041380156
1978	1.041310354
1979	1.041229588
1980	1.0411402
1981	1.041034682
1982	1.040954534
1983	1.040871095
1984	1.040804032
1985	1.040722117
1986	1.0406425
1987	1.040590144
1988	1.040496221
1989	1.040413812
1990	1.040343945
1991	1.040259134
1992	1.040167443
1993	1.040055124
1994	1.039990527
1995	1.039869521
1996	1.039786166
1997	1.039661804
1998	1.039603461
1999	1.039518932
