iter	RMSE
463	1.199414618
464	1.199275708
465	1.199136968
466	1.19899647
467	1.198844956
468	1.198687682
469	1.198545983
470	1.198385223
471	1.198234929
472	1.198079242
473	1.197927649
474	1.197783822
475	1.197640608
476	1.197490146
477	1.197332582
478	1.197187459
479	1.197045472
480	1.196900834
481	1.196744194
482	1.196604752
483	1.196472233
484	1.196314795
485	1.196163201
486	1.196018382
487	1.195870984
488	1.195728654
489	1.19557227
490	1.195422996
491	1.195271475
492	1.195133458
493	1.194998584
494	1.194846861
495	1.194705933
496	1.194560491
497	1.194413062
498	1.194277549
499	1.194139938
500	1.193999001
501	1.19385697
502	1.193715293
503	1.193573153
504	1.193430289
505	1.193289344
506	1.193143171
507	1.192999623
508	1.192862684
509	1.192722229
510	1.192592742
511	1.192455532
512	1.192317041
513	1.19218237
514	1.192034571
515	1.191897596
516	1.191770105
517	1.191611747
518	1.19147245
519	1.19132311
520	1.191194328
521	1.191053229
522	1.190913717
523	1.190782243
524	1.190627036
525	1.19048587
526	1.190357743
527	1.19022826
528	1.190096971
529	1.189969885
530	1.189835993
531	1.189699361
532	1.189561594
533	1.189412798
534	1.189276566
535	1.189135987
536	1.18901059
537	1.188880175
538	1.18875012
539	1.1886202
540	1.188479954
541	1.18833857
542	1.188210399
543	1.188064872
544	1.187927626
545	1.187790289
546	1.187663217
547	1.187531009
548	1.187400582
549	1.187268532
550	1.187140656
551	1.18700536
552	1.186877419
553	1.186738464
554	1.18661925
555	1.186489396
556	1.186351818
557	1.186208646
558	1.186073917
559	1.185938125
560	1.185808796
561	1.185658855
562	1.185515899
563	1.185374349
564	1.18523207
565	1.18509813
566	1.18496099
567	1.184829043
568	1.184703715
569	1.184573463
570	1.184428277
571	1.184305194
572	1.184171261
573	1.184027601
574	1.183886886
575	1.183762771
576	1.183643295
577	1.183524145
578	1.183383858
579	1.183245993
580	1.183113967
581	1.182980838
582	1.182836508
583	1.182704812
584	1.182574753
585	1.182438972
586	1.18229957
587	1.182179195
588	1.182045247
589	1.181914402
590	1.181778132
591	1.181629296
592	1.181486453
593	1.181360959
594	1.181236203
595	1.181117186
596	1.180990675
597	1.180864601
598	1.180734152
599	1.180588794
600	1.180420623
601	1.18029479
602	1.180162584
603	1.180039056
604	1.179895833
605	1.179752555
606	1.179627554
607	1.179502314
608	1.179381314
609	1.17924735
610	1.179118717
611	1.178982463
612	1.178853915
613	1.178735712
614	1.178590711
615	1.178471125
616	1.178346967
617	1.178228186
618	1.178098839
619	1.177970571
620	1.177840857
621	1.177697442
622	1.177567886
623	1.177388649
624	1.177228998
625	1.177112744
626	1.176953358
627	1.176835945
628	1.176718218
629	1.176572213
630	1.176441213
631	1.17631903
632	1.176196609
633	1.176069191
634	1.175934207
635	1.1758125
636	1.1756776
637	1.175551901
638	1.17543246
639	1.17530171
640	1.175178804
641	1.175053959
642	1.174931519
643	1.174805966
644	1.174677717
645	1.174547715
646	1.174426129
647	1.174303435
648	1.174178685
649	1.174051086
650	1.173914773
651	1.173796943
652	1.173685305
653	1.173566695
654	1.173445386
655	1.173311879
656	1.173187744
657	1.173064655
658	1.172950865
659	1.172816923
660	1.17271144
661	1.172587051
662	1.172445986
663	1.172314334
664	1.172181608
665	1.172073605
666	1.171959643
667	1.17184226
668	1.171703038
669	1.171583166
670	1.171461728
671	1.171340618
672	1.171224045
673	1.171081412
674	1.170960681
675	1.170837433
676	1.170709015
677	1.170577965
678	1.170449404
679	1.17032891
680	1.170193985
681	1.170074907
682	1.169948682
683	1.169796063
684	1.169660545
685	1.1695495
686	1.169439127
687	1.169315567
688	1.169192413
689	1.169064345
690	1.168924906
691	1.168801558
692	1.16866505
693	1.168539585
694	1.168399361
695	1.168275957
696	1.168141327
697	1.168020367
698	1.167898825
699	1.167755026
700	1.16764783
701	1.16753279
702	1.167407507
703	1.167299557
704	1.167186994
705	1.167067913
706	1.166945358
707	1.166820888
708	1.166686851
709	1.16655984
710	1.16643727
711	1.166318837
712	1.166194832
713	1.166080753
714	1.165968148
715	1.165841364
716	1.165712891
717	1.165599336
718	1.165486227
719	1.165383662
720	1.165262759
721	1.165138756
722	1.16502728
723	1.164851106
724	1.164734265
725	1.164601933
726	1.164477021
727	1.164358808
728	1.164237112
729	1.164105143
730	1.16398754
731	1.163878891
732	1.163766187
733	1.163658853
734	1.163531436
735	1.163386448
736	1.163278774
737	1.163163111
738	1.163042129
739	1.162926252
740	1.162811929
741	1.162685946
742	1.162561287
743	1.162449525
744	1.162317926
745	1.162209579
746	1.162100344
747	1.16196989
748	1.161838809
749	1.161712416
750	1.161598202
751	1.161479849
752	1.161372265
753	1.161253162
754	1.161124449
755	1.16101251
756	1.160902129
757	1.160781601
758	1.160660945
759	1.160528684
760	1.160361892
761	1.160246321
762	1.160113285
763	1.160012963
764	1.159884571
765	1.159764932
766	1.159640265
767	1.159521061
768	1.159381546
769	1.159257221
770	1.159146558
771	1.159039639
772	1.158916886
773	1.158814084
774	1.158692649
775	1.158582813
776	1.158457138
777	1.158323896
778	1.158200608
779	1.158095173
780	1.157994599
781	1.157840059
782	1.157718752
783	1.157604681
784	1.157491635
785	1.157377351
786	1.157275371
787	1.157163099
788	1.157055344
789	1.156933187
790	1.156837271
791	1.15672822
792	1.156581112
793	1.15647434
794	1.156348742
795	1.156227931
796	1.156108567
797	1.155984082
798	1.155877907
799	1.155766998
800	1.155653464
801	1.155549527
802	1.155409609
803	1.15528355
804	1.155179848
805	1.155056877
806	1.154946196
807	1.154831891
808	1.15471692
809	1.154594669
810	1.154484521
811	1.15438517
812	1.154271348
813	1.154142086
814	1.154029317
815	1.153915728
816	1.153782771
817	1.153681897
818	1.153580477
819	1.153480394
820	1.15334627
821	1.15322757
822	1.153104776
823	1.153004961
824	1.15288172
825	1.152756886
826	1.152654459
827	1.152563697
828	1.152453855
829	1.152327164
830	1.152206394
831	1.152078211
832	1.151919022
833	1.151819798
834	1.151712199
835	1.151578833
836	1.151477072
837	1.151374107
838	1.151242206
839	1.151124871
840	1.151002007
841	1.15090089
842	1.150804356
843	1.150700559
844	1.150583709
845	1.150466152
846	1.150352251
847	1.150224517
848	1.150108468
849	1.150016076
850	1.149903095
851	1.149790798
852	1.149663118
853	1.149557905
854	1.149440321
855	1.149300162
856	1.149197118
857	1.149091166
858	1.148996683
859	1.14888936
860	1.148788483
861	1.148672018
862	1.148549858
863	1.148446206
864	1.148337981
865	1.148238176
866	1.148096671
867	1.147985938
868	1.147880069
869	1.147769934
870	1.147672091
871	1.147553462
872	1.147451461
873	1.14732445
874	1.147208146
875	1.147070656
876	1.146976432
877	1.146858157
878	1.146747034
879	1.14660031
880	1.146503259
881	1.146402598
882	1.14629999
883	1.146171147
884	1.146061351
885	1.145965301
886	1.145869358
887	1.145742443
888	1.145641792
889	1.145526131
890	1.145424027
891	1.145309973
892	1.145202382
893	1.14511479
894	1.145025369
895	1.144896227
896	1.144782663
897	1.144655899
898	1.144558101
899	1.144430381
900	1.144333572
901	1.144216072
902	1.14409658
903	1.143991942
904	1.143882907
905	1.143792613
906	1.143681968
907	1.143569643
908	1.143429114
909	1.143297811
910	1.143206694
911	1.143112889
912	1.143012589
913	1.142921644
914	1.142832867
915	1.142735418
916	1.142631315
917	1.142525766
918	1.142427435
919	1.142312421
920	1.142209641
921	1.142108057
922	1.142006774
923	1.141912366
924	1.141787811
925	1.14168405
926	1.141573784
927	1.141465452
928	1.14134186
929	1.141197399
930	1.141085529
931	1.140986491
932	1.140857748
933	1.140734635
934	1.140635333
935	1.140530805
936	1.140418675
937	1.140322188
938	1.140211479
939	1.140090672
940	1.139962412
941	1.139859342
942	1.139740056
943	1.139635563
944	1.139539009
945	1.139437382
946	1.139309516
947	1.139208258
948	1.139108355
949	1.138990316
950	1.13887012
951	1.138773501
952	1.138660224
953	1.138557465
954	1.138468581
955	1.138374855
956	1.138275073
957	1.138172709
958	1.138061869
959	1.137961163
960	1.137878164
961	1.1377719
962	1.137671598
963	1.137582021
964	1.137475886
965	1.137379422
966	1.137257182
967	1.137145901
968	1.137018363
969	1.136922837
970	1.136819179
971	1.136706332
972	1.13661035
973	1.136521041
974	1.136430865
975	1.136324544
976	1.13624678
977	1.136119142
978	1.136025064
979	1.135933169
980	1.135842243
981	1.135721909
982	1.135612315
983	1.135501029
984	1.135411985
985	1.135317067
986	1.135212402
987	1.13504764
988	1.13491478
989	1.134816573
990	1.134723719
991	1.134625652
992	1.134534269
993	1.134397865
994	1.134293976
995	1.134194189
996	1.13409126
997	1.13400743
998	1.133878091
999	1.133767731
1000	1.133651799
1001	1.133574322
1002	1.133478036
1003	1.133377314
1004	1.133287515
1005	1.133177255
1006	1.133059342
1007	1.132966226
1008	1.132884469
1009	1.132762253
1010	1.132671935
1011	1.132572984
1012	1.132451637
1013	1.132357255
1014	1.132260787
1015	1.132141641
1016	1.132000674
1017	1.131895898
1018	1.13180402
1019	1.13168004
1020	1.131573782
1021	1.131475834
1022	1.131398836
1023	1.131298636
1024	1.131220408
1025	1.131100839
1026	1.130994449
1027	1.13091141
1028	1.130821416
1029	1.130720458
1030	1.130637595
1031	1.130534893
1032	1.130442943
1033	1.130309307
1034	1.130199503
1035	1.130097742
1036	1.130013498
1037	1.129899067
1038	1.129793311
1039	1.129676853
1040	1.129571744
1041	1.12947602
1042	1.129389253
1043	1.129298783
1044	1.129215935
1045	1.129124743
1046	1.128996575
1047	1.128900409
1048	1.128805967
1049	1.128707779
1050	1.128585189
1051	1.128491704
1052	1.12834973
1053	1.128261302
1054	1.12816531
1055	1.128054313
1056	1.127963382
1057	1.127879884
1058	1.127788151
1059	1.127694088
1060	1.127592731
1061	1.127497273
1062	1.127394363
1063	1.127303379
1064	1.127189145
1065	1.127079628
1066	1.126997562
1067	1.126916672
1068	1.126829786
1069	1.126713298
1070	1.126631678
1071	1.12650902
1072	1.126437438
1073	1.126323629
1074	1.126234214
1075	1.126133121
1076	1.126030401
1077	1.125926569
1078	1.125805491
1079	1.12568933
1080	1.125593632
1081	1.125508341
1082	1.125398699
1083	1.125287627
1084	1.125193828
1085	1.125098995
1086	1.125005654
1087	1.124916845
1088	1.12480004
1089	1.124641057
1090	1.124511588
1091	1.124393951
1092	1.12431627
1093	1.124210896
1094	1.124129608
1095	1.124037293
1096	1.123946748
1097	1.123857144
1098	1.123766031
1099	1.123686212
1100	1.123600697
1101	1.123520353
1102	1.123428857
1103	1.123339251
1104	1.123245092
1105	1.123107871
1106	1.123011478
1107	1.12288368
1108	1.122785884
1109	1.122670281
1110	1.122583581
1111	1.122482198
1112	1.122399954
1113	1.122317585
1114	1.122188481
1115	1.122097747
1116	1.121996163
1117	1.121887207
1118	1.121806067
1119	1.121717123
1120	1.121605211
1121	1.121515816
1122	1.121440271
1123	1.121335816
1124	1.12122438
1125	1.121129172
1126	1.12102639
1127	1.120913141
1128	1.120804279
1129	1.120712403
1130	1.12056021
1131	1.120457733
1132	1.120365194
1133	1.120252433
1134	1.120166181
1135	1.120044282
1136	1.119949766
1137	1.119825425
1138	1.119742153
1139	1.119660937
1140	1.119566429
1141	1.119458744
1142	1.119350216
1143	1.119256832
1144	1.119180937
1145	1.119096783
1146	1.119014568
1147	1.118925641
1148	1.118837381
1149	1.118689101
1150	1.118587921
1151	1.11842206
1152	1.118343289
1153	1.118228657
1154	1.11812398
1155	1.118037682
1156	1.117954317
1157	1.117842862
1158	1.117759204
1159	1.117641055
1160	1.117553806
1161	1.117466709
1162	1.11736669
1163	1.117272266
1164	1.117173383
1165	1.11707616
1166	1.116972449
1167	1.116891548
1168	1.116782651
1169	1.116698317
1170	1.116606024
1171	1.116521995
1172	1.116447067
1173	1.116355787
1174	1.116276115
1175	1.116170261
1176	1.116089461
1177	1.115969146
1178	1.115893584
1179	1.11578451
1180	1.115684619
1181	1.115587147
1182	1.115499817
1183	1.115382623
1184	1.11526908
1185	1.115191321
1186	1.115101412
1187	1.11500584
1188	1.114898591
1189	1.114785038
1190	1.114679361
1191	1.114600087
1192	1.114480129
1193	1.114394903
1194	1.114303734
1195	1.114193986
1196	1.114070238
1197	1.11397701
1198	1.113873927
1199	1.113793678
1200	1.113712029
1201	1.113595125
1202	1.113488498
1203	1.113407264
1204	1.113315735
1205	1.113226033
1206	1.113126511
1207	1.113037871
1208	1.112938451
1209	1.112808379
1210	1.112703033
1211	1.112616115
1212	1.112512746
1213	1.112385059
1214	1.112295082
1215	1.112214201
1216	1.112129201
1217	1.112048787
1218	1.111931628
1219	1.111828556
1220	1.111735978
1221	1.11163041
1222	1.111552596
1223	1.111443895
1224	1.111348928
1225	1.111269216
1226	1.111185223
1227	1.111085998
1228	1.11099136
1229	1.110865256
1230	1.110770399
1231	1.110650188
1232	1.110572425
1233	1.110466667
1234	1.110381694
1235	1.110286396
1236	1.110156132
1237	1.110080335
1238	1.109950848
1239	1.109851232
1240	1.10972964
1241	1.109653374
1242	1.109574501
1243	1.109468607
1244	1.109367988
1245	1.109271762
1246	1.109161836
1247	1.109067314
1248	1.108981833
1249	1.1088364
1250	1.108756468
1251	1.108672084
1252	1.108569509
1253	1.108477741
1254	1.10836974
1255	1.108271704
1256	1.108192733
1257	1.108096686
1258	1.108001111
1259	1.107924605
1260	1.107834266
1261	1.107755584
1262	1.107664871
1263	1.107563566
1264	1.107492964
1265	1.107409085
1266	1.107300659
1267	1.107220496
1268	1.107133829
1269	1.107041621
1270	1.106961398
1271	1.106841495
1272	1.106757567
1273	1.106676843
1274	1.106569348
1275	1.106485159
1276	1.106345939
1277	1.10623749
1278	1.106131718
1279	1.106034569
1280	1.105958489
1281	1.105816553
1282	1.105697329
1283	1.105612752
1284	1.105521099
1285	1.105407025
1286	1.105309169
1287	1.105223879
1288	1.105134967
1289	1.105022661
1290	1.1049396
1291	1.104841059
1292	1.104717067
1293	1.104629039
1294	1.104559334
1295	1.104456538
1296	1.104373274
1297	1.104298165
1298	1.104191927
1299	1.104115157
1300	1.104034722
1301	1.10395597
1302	1.103848372
1303	1.103754601
1304	1.103644609
1305	1.103492236
1306	1.103354772
1307	1.1032773
1308	1.103172171
1309	1.10309529
1310	1.102987124
1311	1.102835948
1312	1.102710361
1313	1.102599742
1314	1.102514967
1315	1.102426481
1316	1.102320989
1317	1.102222979
1318	1.102124277
1319	1.102036242
1320	1.101953681
1321	1.101827188
1322	1.101737478
1323	1.101660819
1324	1.101569966
1325	1.101453225
1326	1.101376547
1327	1.10127547
1328	1.101175997
1329	1.101063731
1330	1.100984484
1331	1.100887163
1332	1.100793947
1333	1.100649288
1334	1.100572432
1335	1.100489035
1336	1.100409142
1337	1.100324037
1338	1.100212653
1339	1.100096736
1340	1.100008944
1341	1.099929742
1342	1.099839191
1343	1.099748147
1344	1.099666949
1345	1.099590549
1346	1.099524483
1347	1.099410958
1348	1.099329573
1349	1.09917547
1350	1.099102471
1351	1.099033709
1352	1.098936618
1353	1.098820487
1354	1.098746615
1355	1.098656976
1356	1.098582932
1357	1.098469269
1358	1.098376455
1359	1.098294023
1360	1.098224442
1361	1.098113815
1362	1.098039451
1363	1.097934993
1364	1.09786539
1365	1.097768762
1366	1.097663631
1367	1.097558733
1368	1.097468472
1369	1.097380873
1370	1.097286429
1371	1.09720092
1372	1.097026969
1373	1.096938444
1374	1.096838699
1375	1.096717892
1376	1.096646227
1377	1.096523495
1378	1.096427235
1379	1.096316265
1380	1.096209051
1381	1.096087404
1382	1.095964326
1383	1.095862993
1384	1.095785153
1385	1.095694786
1386	1.095627796
1387	1.095550183
1388	1.095437422
1389	1.095332756
1390	1.095225364
1391	1.095139208
1392	1.095047369
1393	1.094898462
1394	1.094815241
1395	1.094729864
1396	1.094643344
1397	1.094557954
1398	1.094469351
1399	1.094381634
1400	1.094312535
1401	1.094203339
1402	1.094115479
1403	1.09405172
1404	1.093939129
1405	1.093862167
1406	1.093774889
1407	1.093649602
1408	1.093509398
1409	1.093411411
1410	1.093329214
1411	1.093165491
1412	1.093083195
1413	1.093008204
1414	1.092932517
1415	1.092843336
1416	1.092715017
1417	1.092629557
1418	1.092521777
1419	1.092451016
1420	1.092379112
1421	1.092306146
1422	1.092219597
1423	1.092116941
1424	1.091960031
1425	1.091897488
1426	1.091763567
1427	1.091689177
1428	1.091595054
1429	1.091463577
1430	1.091377571
1431	1.091312432
1432	1.091231785
1433	1.091156139
1434	1.091089114
1435	1.091024894
1436	1.090941784
1437	1.090833309
1438	1.090760891
1439	1.09068973
1440	1.090594014
1441	1.090515717
1442	1.090391603
1443	1.09031435
1444	1.090229679
1445	1.090150582
1446	1.090074168
1447	1.089986912
1448	1.089895983
1449	1.089801256
1450	1.089712023
1451	1.08959609
1452	1.089518862
1453	1.089435801
1454	1.08936382
1455	1.089293913
1456	1.089180137
1457	1.089053506
1458	1.088970082
1459	1.088865693
1460	1.088730052
1461	1.0886495
1462	1.088566087
1463	1.088496986
1464	1.08841968
1465	1.088305853
1466	1.088201318
1467	1.088102935
1468	1.087999972
1469	1.087869448
1470	1.087771443
1471	1.087664774
1472	1.087598392
1473	1.087469453
1474	1.087377456
1475	1.087257516
1476	1.087159701
1477	1.08707311
1478	1.08699076
1479	1.086909875
1480	1.086788413
1481	1.08672112
1482	1.086632941
1483	1.086560325
1484	1.08647577
1485	1.086404942
1486	1.086306968
1487	1.086214627
1488	1.086099997
1489	1.086012953
1490	1.085921486
1491	1.085814104
1492	1.085732436
1493	1.085653747
1494	1.085542821
1495	1.085442847
1496	1.085337054
1497	1.085240702
1498	1.085137263
1499	1.085065652
1500	1.084960477
1501	1.084897245
1502	1.08480728
1503	1.084720419
1504	1.084564323
1505	1.08447953
1506	1.084359926
1507	1.084286707
1508	1.084150166
1509	1.084074189
1510	1.083996404
1511	1.083889978
1512	1.083831968
1513	1.083738843
1514	1.083670868
1515	1.083586169
1516	1.083486507
1517	1.083404991
1518	1.083306828
1519	1.083168565
1520	1.083100226
1521	1.082993425
1522	1.082907854
1523	1.082835029
1524	1.082754818
1525	1.082643061
1526	1.082540891
1527	1.082467796
1528	1.082392316
1529	1.082284296
1530	1.082164121
1531	1.082035561
1532	1.081945605
1533	1.081874398
1534	1.081779338
1535	1.081688827
1536	1.081594819
1537	1.081493084
1538	1.081389409
1539	1.081302931
1540	1.081194639
1541	1.081108021
1542	1.081039388
1543	1.080940435
1544	1.080832106
1545	1.080762141
1546	1.080596145
1547	1.080513836
1548	1.080415328
1549	1.080313029
1550	1.080233782
1551	1.080145402
1552	1.080038967
1553	1.079942225
1554	1.079847283
1555	1.07976282
1556	1.079683614
1557	1.079581123
1558	1.079486108
1559	1.079346286
1560	1.079258122
1561	1.079174394
1562	1.079111481
1563	1.079039675
1564	1.078960046
1565	1.078887531
1566	1.078797518
1567	1.078635418
1568	1.078546867
1569	1.078449744
1570	1.0783795
1571	1.078265313
1572	1.07818608
1573	1.078078998
1574	1.077996497
1575	1.077874072
1576	1.077791967
1577	1.077715706
1578	1.077639481
1579	1.077545738
1580	1.077463814
1581	1.077394289
1582	1.077317217
1583	1.077208895
1584	1.077092565
1585	1.077020625
1586	1.07693631
1587	1.076835125
1588	1.076735373
1589	1.076656233
1590	1.07656888
1591	1.076458296
1592	1.076348939
1593	1.076223067
1594	1.07613411
1595	1.076038915
1596	1.07592675
1597	1.075847344
1598	1.075753816
1599	1.075638278
1600	1.075561699
1601	1.075496056
1602	1.075425991
1603	1.075337671
1604	1.075230512
1605	1.075152376
1606	1.075070848
1607	1.074989603
1608	1.074896868
1609	1.074830771
1610	1.074726991
1611	1.074633324
1612	1.07453969
1613	1.07446167
1614	1.074376535
1615	1.074290195
1616	1.074198143
1617	1.074097981
1618	1.074005293
1619	1.073910695
1620	1.073787597
1621	1.073639341
1622	1.073554761
1623	1.07345214
1624	1.073379211
1625	1.073225189
1626	1.073143431
1627	1.073051861
1628	1.072986188
1629	1.07289506
1630	1.072777185
1631	1.072683348
1632	1.072614051
1633	1.07253469
1634	1.072399261
1635	1.072313921
1636	1.072188777
1637	1.072117461
1638	1.07203798
1639	1.071968062
1640	1.071840805
1641	1.071769093
1642	1.071670775
1643	1.071602325
1644	1.071472083
1645	1.071407972
1646	1.071333287
1647	1.071214785
1648	1.071123423
1649	1.071044863
1650	1.070968536
1651	1.070864216
1652	1.070782859
1653	1.070663591
1654	1.070554637
1655	1.070465375
1656	1.070405891
1657	1.070334456
1658	1.070236961
1659	1.070156718
1660	1.070079457
1661	1.069980403
1662	1.069871421
1663	1.069781272
